file_id,page,line,original_text,categ,quality_score,model_category,model_keywords_cs,candidate_terms,gold_category,gold_keywords_cs,annotator_note
CTX192100040,10,58,"každý, kdož před ukončením služby vojenské pro neodstranitelnou",Clear,0.9787,,,,,,
CTX192100040,10,59,neschopnost ke službě 7. vojska (válečného loďstva) ncbo zemské obrany,Clear,0.9308,,,,,,
CTX192100040,10,60,"byl propuštěn, dyž vada podmiňující nezpůsobilost ke službě nebyla",Clear,0.979,,,,,,
CTX192100040,10,61,,Empty,0.0,,,,,,
CTX192100040,10,62,Maždý taxou vojenskou povinný jest povinen až do,Clear,0.9382,,,,,,
CTX192100040,10,63,zániku povinnosti taxovní každého >,Noisy,0.7999,,,,,,
CTX192100040,10,64,"u obce, kde bydli, se hlásiti.-----------------",Noisy,0.7158,,,,,,
CTX192100040,10,65,,Empty,0.0,,,,,,
CTX192100040,10,66,li domovská příslušnost pochybna.,Clear,0.8789,,,,,,
CTX192100040,10,67,,Empty,0.0,,,,,,
CTX192100040,10,68,eni - trestá so pokutou penéžitou,Noisy,0.7834,,,,,,
CTX192100040,10,69,ězenim až do 5 dnů.,Clear,0.8678,,,,,,
CTX192100040,10,70,"prosinci z vyhlášck, kteréž vo",Noisy,0.7999,,,,,,
CTX192100040,10,71,,Empty,0.0,,,,,,
CTX192100040,10,72,Opomenulé nebo opozděné ohlášení trestú se pokutou peněžitou,Clear,0.9798,,,,,,
CTX192100040,10,73,. až 50 korun; v pádu nedobytnosti vězením až do 5 dnů.,Noisy,0.7999,,,,,,
CTX192100040,10,74,,Empty,0.0,,,,,,
CTX192100040,10,75,všech obcích vyvéšeny jsou.,Clear,0.9474,,,,,,
CTX192100040,11,1,STÁTNÍ ARCHAEOLOGICKÝ ÚSTAV,Clear,0.9717,,,,,,
CTX192100040,11,2,", j Došlo ‘1,1920",Non-text,0.0,,,,,,
CTX192100040,11,3,Č.[.|00...,Trash,0.0234,,,,,,
CTX192100040,11,4,Počet príloh.... .,Noisy,0.6969,,,,,,
CTX192100040,11,5,,Empty,0.0,,,,,,
CTX192100040,11,6,"0 N Lovu’ / Mrara ryvo tW u a’ma Kladu,",Trash,0.5499,,,,,,
CTX192100040,11,7,,Empty,0.0,,,,,,
CTX192100040,11,8,": 131,13",Non-text,0.0,,,,,,
CTX192100040,11,9,,Empty,0.0,,,,,,
CTX192100040,11,10,4/2/,Non-text,0.0,,,,,,
CTX192100040,11,11,,Empty,0.0,,,,,,
CTX192100040,11,12,č $2.0 0 3. z oLvxt Ij S r 14 4420,Trash,0.5228,,,,,,
CTX192100040,11,13,,Empty,0.0,,,,,,
CTX192100040,11,14,C A s 8.,Noisy,0.55,,,,,,
CTX192100040,11,15,,Empty,0.0,,,,,,
CTX192100040,11,16,lo,Non-text,0.0,,,,,,
CTX192100040,11,17,,Empty,0.0,,,,,,
CTX192100040,11,18,C krwH wl,Trash,0.1618,,,,,,
CTX192100040,11,19,,Empty,0.0,,,,,,
CTX192100040,11,20,o ki < A U • ham AMK f%. 7,Trash,0.5455,,,,,,
CTX192100040,11,21,Za&Xu .. qi tvxírU',Trash,0.356,,,,,,
CTX192100040,11,22,,Empty,0.0,,,,,,
CTX192100040,11,23,"! e., e-ťtAs o Y",Non-text,0.0,,,,,,
CTX192100040,11,24,ouni UM .,Trash,0.5499,,,,,,
CTX192100040,11,25,,Empty,0.0,,,,,,
CTX192100040,11,26,"/2,",Non-text,0.0,,,,,,
CTX192100040,11,27,,Empty,0.0,,,,,,
CTX192100040,11,28,". I.,",Non-text,0.0,,,,,,
CTX192100040,12,1,V í nu tlasu ) I,Trash,0.5499,,,,,,
CTX192100040,12,2,,Empty,0.0,,,,,,
CTX192100040,12,3,a,Non-text,0.0,,,,,,
CTX192100040,13,1,Ředitelství bývalých císařských,Clear,0.9845,,,,,,
CTX192100040,13,2,statků v Praze.,Clear,0.8972,,,,,,
CTX192100040,13,3,,Empty,0.0,,,,,,
CTX192100040,13,4,č: 6694 /1920.,Non-text,0.0,,,,,,
CTX192100040,13,5,,Empty,0.0,,,,,,
CTX192100040,13,6,P.T. .,Trash,0.117,,,,,,
CTX192100040,13,7,Státní archaeologický ústav,Clear,0.9738,,,,,,
CTX192100040,13,8,republiky československé,Clear,0.9792,,,,,,
CTX192100040,13,9,,Empty,0.0,,,,,,
CTX192100040,13,10,v Praze IV.,Noisy,0.7572,,,,,,
CTX192100040,13,11,v klášteře Strahovském.,Clear,0.9527,,,klášter,,,
CTX192100040,13,12,"Klademe si za čest oznámiti, že jsme počátkem září t.r,",Clear,0.8866,,,,,,
CTX192100040,13,13,"udělili Josefu C h o c o v i , účetnímu dolu v Chrustenicích jako",Noisy,0.7999,,,důl,,,
CTX192100040,13,14,"členu musea, na jeho žádost povolení k vykopávkam za účelem prozkoumání",Clear,0.9833,,,,,,
CTX192100040,13,15,krajiny kolem potoka K a č á k u ■ na lukách č.kat. 222 a 222a?,Trash,0.5499,,,krajina,,,
CTX192100040,13,16,"v obci chrustenické, náležejících velkostatku.",Clear,0.9484,,,velkostatek,,,
CTX192100040,13,17,Chrustenice ( pošta Loděnice u Berouna ) léží při trati,Noisy,0.7999,,,loděnice,,,
CTX192100040,13,18,dráhy Dušniky - Beroun.-,Noisy,0.7459,,,,,,
CTX192100040,13,19,,Empty,0.0,,,,,,
CTX192100040,13,20,"V Praze, dne 8. října 1920.",Noisy,0.7999,,,,,,
CTX192100040,13,21,Řiditel statků :,Noisy,0.7758,,,,,,
CTX192100040,14,1,0420,Non-text,0.0,,,,,,
CTX192100040,14,2,434.,Non-text,0.0,,,,,,
CTX192100040,14,3,,Empty,0.0,,,,,,
CTX192100040,14,4,"JedMM 24’. y. AAtkki-^lo yitKÁVJl^L^ ""Uvw! -",Trash,0.55,,,,,,
CTX192100040,14,5,,Empty,0.0,,,,,,
CTX192100040,14,6,elara t na vo Us M wvonovKam Kolu,Trash,0.5499,,,,,,
CTX192100040,14,7,"A~ooKA Kaeo’Au, MA CuKAd e.u 222 < 123,",Trash,0.429,,,,,,
CTX192100040,14,8,~ cl e Ua rwa 4 n eď MAu tuw ÍAVk AulvCdhihc. •,Trash,0.4605,,,,,,
CTX192100040,14,9,,Empty,0.0,,,,,,
CTX192100040,14,10,V A‘lo vauzuoí kwl AAAAM ola4a,Trash,0.7246,,,,,,
CTX192100040,14,11,,Empty,0.0,,,,,,
CTX192100040,14,12,"V Orau, 40- ,U/na 14 tú-",Noisy,0.6408,,,,,,
CTX192100040,15,1,C. 434 6 20,Non-text,0.0,,,,,,
CTX192100040,15,2,,Empty,0.0,,,,,,
CTX192100040,15,3,imallo . /,Trash,0.3193,,,,,,
CTX192100040,15,4,,Empty,0.0,,,,,,
CTX192100040,15,5,vt P A 51“,Trash,0.2909,,,,,,
CTX192100040,15,6,,Empty,0.0,,,,,,
CTX192100040,15,7,Pozdější SIMa: 431,Clear,0.8,,,sima,,,
CTX192100040,15,8,,Empty,0.0,,,,,,
CTX192100040,15,9,D ů uč v VI o z p a ‘uz •,Trash,0.5348,,,,,,
CTX192100040,15,10,,Empty,0.0,,,,,,
CTX192100040,15,11,v- Kladot.,Noisy,0.6869,,,,,,
CTX192100040,16,1,"N.nadat. ,",Trash,0.6184,,,,,,
CTX192100040,16,2,1 4altn ayA—* Wvra WHrt (MAA lAA w 00,Trash,0.5489,,,,,,
CTX192100040,16,3,,Empty,0.0,,,,,,
CTX192100040,16,4,"1/ Irauje"".Y/nAlh%o-",Trash,0.3284,,,,,,
CTX192601143,1,1,Iv,Non-text,0.0,,,,,,
CTX192601143,1,2,STÁ r,Trash,0.4321,,,,,,
CTX192601143,1,3,,Empty,0.0,,,,,,
CTX192601143,1,4,/ UoMunLow.,Trash,0.1099,,,,,,
CTX192601143,1,5,25,Non-text,0.0,,,,,,
CTX192601143,1,6,C LaN-n 0(/r“ (A 30 Gx A 25 so pgAuc4pi) dato md3óny,Trash,0.5402,,,,,,
CTX192601143,1,7,"PRa< (memuX MW~Nofkc nCn.d, 07.,",Trash,0.2258,,,,,,
CTX192601143,1,8,,Empty,0.0,,,,,,
CTX192601143,1,9,"' "" ' ‘ ' ' ' "" ‘ , Xo Ajhog ) • 0 ""dle /co* / AO4 6« dez",Trash,0.3757,,,,,,
CTX192601143,1,10,e Q m. n e lopoln . — O,Trash,0.4079,,,,,,
CTX192601143,1,11,"A*20.. ,",Non-text,0.0,,,,,,
CTX192601143,1,12,ô |WCO 0 9 ( / 0 0,Non-text,0.0,,,,,,
CTX192601143,1,13,A . 0U A •,Non-text,0.0,,,,,,
CTX192601143,1,14,,Empty,0.0,,,,,,
CTX192601143,1,15,"RAnkmds.ns d LAoan NC.nwwvu ""A~,wAonhal",Trash,0.3068,,,,,,
CTX192601143,1,16,kioum Lly ad luo a/l6 707 (woln.,Trash,0.5499,,,,,,
CTX192601143,1,17,". . , t , , / 9J09., , I",Non-text,0.0,,,,,,
CTX192601143,1,18,gLo wo MUlm.,Trash,0.1512,,,,,,
CTX192601143,1,19,,Empty,0.0,,,,,,
CTX192601143,1,20,"""g fou "" **3044 A. N(Rdi?""",Trash,0.5132,,,,,,
CTX192601143,1,21,wL-U~ kyuto Cona JaaVHUoaAL,Trash,0.5914,,,,,,
CTX192601143,1,22,((onuou WwaN .K,Trash,0.499,,,,,,
CTX192601143,1,23,"2. WA, W'TxfVuUL .",Trash,0.3343,,,,,,
CTX192601143,1,24,""" 0 ANUdn—0 "" /rM?""(42 /gA 4 C olo64.""",Trash,0.3129,,,,,,
CTX192601143,1,25,"Na 0/AAu , doM3",Non-text,0.0,,,,,,
CTX192601143,1,26,,Empty,0.0,,,,,,
CTX192601143,1,27,e.ao u,Trash,0.8176,,,,,,
CTX192601143,1,28,b0—lixk,Trash,0.5266,,,,,,
CTX192601143,1,29,"(8 aqlui (i *),zoyolonnk. /",Trash,0.4811,,,,,,
CTX192601143,1,30,WVL A,Trash,0.5499,,,,,,
CTX192601143,1,31,i,Non-text,0.0,,,,,,
CTX192601143,1,32,,Empty,0.0,,,,,,
CTX192601143,1,33,A he (9 Aon&r ( 3 dvz NoreKy <,Trash,0.4655,,,,,,
CTX192601143,1,34,"A &a e2 Xu Ao AJ o • ""(ouaa ona éoropuo%o cowkn4 VacRlow",Trash,0.5499,,,,,,
CTX192601143,1,35,"mQG4nU. OQok)S<l. A jan(ou, q4 3 e. cllouAd mAlawinl ~ zoolok’ -",Trash,0.4523,,,,,,
CTX192601143,1,36,". U 5, 09 . A. . / _ V -/ ( -",Non-text,0.0,,,,,,
CTX192601143,1,37,A PO%«/U 0A2N(oMIL N Nowec,Trash,0.518,,,,,,
CTX192601143,1,38,"'V ,",Non-text,0.0,,,,,,
CTX192601143,1,39,"""0"" /le""",Non-text,0.0,,,,,,
CTX192601143,1,40,. //,Non-text,0.0,,,,,,
CTX192601143,1,41,"/4AAwo 4 {""",Trash,0.2234,,,,,,
CTX192601143,1,42,,Empty,0.0,,,,,,
CTX192601143,1,43,"Comu N /09 (, /cho A.hle,",Trash,0.5354,,,,,,
CTX192601143,1,44,"M."" 24 £0 Aonda 4 oc",Trash,0.4252,,,,,,
CTX192601143,1,45,-v/as* yXk),Trash,0.0,,,as,,,
CTX192601143,1,46,"424 3 Awduk-o fl*o ""Ca ° 4o9lko"" ""oecN(or. Z"""" V (9—n( ""*",Trash,0.461,,,,,,
CTX192601143,1,47,V XUC2 —,Trash,0.3933,,,,,,
CTX192601143,1,48,,Empty,0.0,,,,,,
CTX192601143,1,49,""" ‘ ' ‘(Ga0a)ANlon Ar ccéonŇgr ro(eri""",Trash,0.4414,,,,,,
CTX192601143,1,50,Lurku . Qol ~ A.,Trash,0.6328,,,,,,
CTX192601143,1,51,AW A X/wU,Trash,0.2649,,,,,,
CTX192601143,1,52,"Cowokuu,4l uoxa.Lelisly AkueMlioóy,Emkoonočoky)(jioe",Trash,0.5499,,,,,,
CTX192601143,1,53,60Di(Ako XGAo dfie.’Uz. Ma0lo/ci oUru* dlé°Aduooc4/y,Trash,0.4132,,,,,,
CTX192601143,1,54,"Ane? \ C ko NCnuAL* Gnkúpu4o coscAo Ncuaxd,2""4L4 dcA.R*.,/oPC.K/Chu.",Trash,0.4414,,,,,,
CTX192601143,1,55,"(oL, —oy Mgnqd ) olgwv Puoe 4cpveCnw fo89u. dy 9 -0 I c kW i",Trash,0.4789,,,,,,
CTX192601143,1,56,- - / LaA -7 ‘),Non-text,0.0,,,,,,
CTX192601143,2,1,"Oadeji MelQcl, oělueó AXowusnu (Xulie?",Trash,0.5499,,,,,,
CTX192601143,2,2,"""C. > - """,Non-text,0.0,,,,,,
CTX192601143,2,3,"""a(NU./ Adlwul /A-AV 4 56 e / NLoM.M""",Trash,0.494,,,,,,
CTX192601143,2,4,"""Aldo ANAunclog.cNUL, dpévdjäi """,Trash,0.5499,,,,,,
CTX192601143,2,5,,Empty,0.0,,,,,,
CTX192601143,2,6,"Foe 6 ‘ g< Awiw "" , 7 89énwv < "" ^0",Trash,0.4398,,,,,,
CTX192601143,2,7,"ovo (4 conovz "" k 2 / A *al ga wdk.",Trash,0.5322,,,,,,
CTX192601143,2,8,Wus Novuu (onL.,Trash,0.5499,,,,,,
CTX192601143,2,9,,Empty,0.0,,,,,,
CTX192601143,2,10,"a M. AKegneo"" o G—n & /3°9 ANKCeCné (eov(,RMNC4 (nsg*",Trash,0.4733,,,,,,
CTX192601143,2,11,"(093%mM ""s 0A",Trash,0.4668,,,,,,
CTX192601143,2,12,,Empty,0.0,,,,,,
CTX192601143,2,13,"o/UJw— zoqLAo_.(Rnckod., 000/0070702 ~ Luvo Alde,",Trash,0.541,,,,,,
CTX192601143,2,14,""" 4 Afooggje",Trash,0.55,,,,,,
CTX192601143,2,15,"Bala «a "" ged d *i—, M fod gi/vuu.^",Trash,0.4635,,,,,,
CTX192601143,2,16,,Empty,0.0,,,,,,
CTX192601143,2,17,M /MLonwi AA 6 em k,Trash,0.4476,,,,,,
CTX192601143,2,18,LonX AAA*4 ;,Trash,0.1546,,,,,,
CTX192601143,2,19,Ms M oRuiAC a AXAMsouCtwM,Trash,0.5485,,,,,,
CTX192601143,2,20,,Empty,0.0,,,,,,
CTX192601143,2,21,": ~eAG,‘ • /qa,‘ /L, I Ronwl W",Trash,0.3416,,,,,,
CTX192601143,2,22,"UoyjoAeAkJACdoby,Ne0U Alaol ZUlMJL /LAz, Alkky",Trash,0.5709,,,,,,
CTX192601143,2,23,,Empty,0.0,,,,,,
CTX192601143,2,24,w. 2 9981/,Non-text,0.0,,,,,,
CTX192601143,2,25,"I C-. eCo M. * . , . a,",Trash,0.3606,,,,,,
CTX192601143,2,26,. ■ _ .I J r o,Non-text,0.0,,,,,,
CTX192601143,2,27,"""CNu C vaw. Nvs""",Trash,0.4671,,,,,,
CTX192601143,2,28,"64/on/""94 00N924""9 0oe"" /Ct/G""TV4047 leto /to",Trash,0.5407,,,,,,
CTX192601143,2,29,"“y4 4 * 1&aN49 Galcn, 00/ e"" - brk"" &"" /"" colsh d 44 ""e • NNoso, 0",Trash,0.4123,,,,,,
CTX192601143,2,30,"go04 344* Auý- Nudky oi oiti 0dCla. AKog,ndgé Pe* 63 /šbo0d",Trash,0.5499,,,,,,
CTX192601143,2,31,"MxAck Alodny."" 7oky,6 N3 Aa 0/2«4 ÍwAqmZ ba0epu2",Trash,0.506,,,,,,
CTX192601143,2,32,/ A,Non-text,0.0,,,,,,
CTX192601143,2,33,olie,Trash,0.5499,,,,,,
CTX192601143,2,34,,Empty,0.0,,,,,,
CTX192601143,2,35,Alh A /adoen : Mld olryylondeo/t,Trash,0.5499,,,,,,
CTX192601143,2,36,,Empty,0.0,,,,,,
CTX192601143,2,37,0 4 A/odolonAy/n. eootmt,Trash,0.4936,,,,,,
CTX192601143,2,38,ea Nonc % (uoookou 7Q*o 3,Trash,0.4533,,,,,,
CTX192601143,2,39,,Empty,0.0,,,,,,
CTX192601143,2,40,UOA,Non-text,0.0,,,,,,
CTX192601143,2,41,NU -,Trash,0.5102,,,,,,
CTX192601143,2,42,/tolLa Lyže m A «MLM O Puiaa (,Trash,0.5723,,,,,,
CTX192601143,2,43,,Empty,0.0,,,,,,
CTX192601143,2,44,", msdic P/Aor.N .Clxovlo olch’dllo",Trash,0.5499,,,,,,
CTX192601143,2,45,L.o /WUA 0 • 9(o,Trash,0.3644,,,,,,
CTX192601143,2,46,,Empty,0.0,,,,,,
CTX192601143,2,47,ANlw Ao Abni . V /P 0o %,Trash,0.4659,,,,,,
CTX192601143,2,48,,Empty,0.0,,,,,,
CTX192601143,2,49,", 039 — JNNW A cowów",Trash,0.5499,,,,,,
CTX192601143,2,50,,Empty,0.0,,,,,,
CTX192601143,2,51,4.,Non-text,0.0,,,,,,
CTX192601143,2,52,,Empty,0.0,,,,,,
CTX192601143,2,53,"(2.7"" 90onU* /VorNgs A (Vjuv^",Trash,0.431,,,,,,
CTX192601143,2,54,"vui 40 "" o 3 — ANKC i / / |",Trash,0.4986,,,,,,
CTX192601143,2,55,M(do0y/30 A ol- (036 el. 200 (on,Trash,0.5157,,,,,,
CTX192601143,2,56,,Empty,0.0,,,,,,
CTX192601143,2,57,VI © AUW,Trash,0.55,,,,,,
CTX192601143,2,58,,Empty,0.0,,,,,,
CTX192601143,2,59,cM< A0N? oly/dóorier /d*r*,Trash,0.4313,,,,,,
CTX192601143,2,60,,Empty,0.0,,,,,,
CTX192601143,2,61,Ad (oA Ao.CCAUA,Trash,0.5277,,,,,,
CTX192601143,2,62,° 47,Trash,0.4925,,,,,,
CTX192601143,2,63,"nngy /NC —4uhe Gu ,648,074%",Trash,0.4745,,,,,,
CTX192601143,2,64,"c."".",Non-text,0.0,,,,,,
CTX192601143,3,1,/7y 3/20,Trash,0.266,,,,,,
CTX192601143,3,2,Zn* 44 2,Non-text,0.0,,,,,,
CTX192601143,3,3,,Empty,0.0,,,,,,
CTX192601143,3,4,"e xe‘w Aasn / do dry A / % MLCeevor.nnd ,",Trash,0.5081,,,,,,
CTX192601143,3,5,LAraAu. koWlomn‘4. NuAe — a 4ws,Trash,0.4282,,,,,,
CTX192601143,3,6,"(""Gko ANf Vj/AO ai osnwo 0dHeto",Trash,0.6247,,,,,,
CTX192601143,3,7,,Empty,0.0,,,,,,
CTX192601143,3,8,. V M < C < 0,Non-text,0.0,,,,,,
CTX192601143,3,9,i Mco kokltlou s Gounn 41,Trash,0.7987,,,,,,
CTX192601143,3,10,. C A l NA,Trash,0.3053,,,,,,
CTX192601143,3,11,P. e oRu .,Non-text,0.0,,,,,,
CTX192601143,3,12,H,Non-text,0.0,,,,,,
CTX192601143,3,13,"m. Alouilea""; AOg/UGnCvet •A a AGuiouA",Trash,0.5031,,,,,,
CTX192601143,3,14,"NMlol,. mlereém A% Mtflluío ewo zuró nosAtylw £dQ.ÍaJ<. fwU3",Trash,0.5499,,,,,,
CTX192601143,3,15,) 4 4Mq,Non-text,0.0,,,,,,
CTX192601143,3,16,"A Q/ 0 ,",Non-text,0.0,,,,,,
CTX192601143,3,17,,Empty,0.0,,,,,,
CTX192601143,3,18,A . i A..,Non-text,0.0,,,,,,
CTX192601143,3,19,"VSlAC,",Trash,0.1572,,,,,,
CTX192601143,3,20,"r C , A",Non-text,0.0,,,,,,
CTX192601143,3,21,5. / d e U,Trash,0.1681,,,,,,
CTX192601143,3,22,(,Non-text,0.0,,,,,,
CTX192601143,3,23,,Empty,0.0,,,,,,
CTX192601143,3,24,"/ / 9 oll 00A h* 4. «Nu (& í u 4Gr, %7v1 éo",Trash,0.4414,,,,,,
CTX192601143,3,25,' n,Non-text,0.0,,,,,,
CTX192601143,3,26,A,Non-text,0.0,,,,,,
CTX192601143,3,27,m O / • í L 4 No NwO w,Non-text,0.0,,,,,,
CTX192601143,3,28,,Empty,0.0,,,,,,
CTX192601143,3,29,(wi Y /. AMCoMmow . Lono v AnAu/,Trash,0.3788,,,,,,
CTX192601143,3,30,,Empty,0.0,,,,,,
CTX192601143,3,31,"_ , n .",Non-text,0.0,,,,,,
CTX192601143,3,32,,Empty,0.0,,,,,,
CTX192601143,3,33,A{ a —o ~ • tlleh 62 M « u o o Ju e Lad o /,Trash,0.4921,,,,,,
CTX192601143,3,34,"0, 20 N l",Non-text,0.0,,,,,,
CTX192601143,3,35,". A ' 9 Ca Eo % e, N d /zi Awo / A M A",Trash,0.43,,,,,,
CTX192601143,3,36,-0 A V,Non-text,0.0,,,,,,
CTX192601143,3,37,d Ď &/ A,Non-text,0.0,,,,,,
CTX192601143,3,38,,Empty,0.0,,,,,,
CTX192601143,3,39,X. —ollon(d 4 AGGhly ~ nos.,Trash,0.5126,,,,,,
CTX192601143,3,40,Z,Non-text,0.0,,,,,,
CTX192601143,3,41,n J,Non-text,0.0,,,,,,
CTX192601143,3,42,",( 0 _ o J 0.",Non-text,0.0,,,,,,
CTX192601143,3,43,""""" 0 /"" i 4. A/) — 70 1""",Non-text,0.0,,,,,,
CTX192601143,3,44,.0 V,Trash,0.5499,,,,,,
CTX192601143,3,45,( so wu o mAdr8 oÚ A (oju Aa,Trash,0.5277,,,,,,
CTX192601143,3,46,p . are C6a 2 2,Trash,0.5499,,,,,,
CTX192601143,3,47,,Empty,0.0,,,,,,
CTX192601143,3,48,(w e . M ad Vo / A/we 0,Non-text,0.0,,,,,,
CTX192601143,3,49,,Empty,0.0,,,,,,
CTX192601143,3,50,A « Au nú %o ADc%o M,Trash,0.437,,,,,,
CTX192601143,3,51,"wAeh I. , &- Ax 3 N 2 < an ko /",Trash,0.369,,,,,,
CTX192601143,3,52,,Empty,0.0,,,,,,
CTX192601143,3,53,* c ? 9 (A No N ‘,Non-text,0.0,,,,,,
CTX192601143,3,54,3 y A .,Non-text,0.0,,,,,,
CTX192601143,3,55,,Empty,0.0,,,,,,
CTX192601143,3,56,N,Non-text,0.0,,,,,,
CTX192601143,3,57,Kou Au md,Trash,0.5499,,,,,,
CTX192601143,3,58,9,Non-text,0.0,,,,,,
CTX192601143,3,59,,Empty,0.0,,,,,,
CTX192601143,3,60,AOA M .,Trash,0.55,,,,,,
CTX192601143,3,61,,Empty,0.0,,,,,,
CTX192601143,3,62,• a; - /7 •,Non-text,0.0,,,,,,
CTX192601143,3,63,r # i' n .,Non-text,0.0,,,,,,
CTX192601143,3,64,AU VU VW ( (N N V L (/,Non-text,0.0,,,,,,
CTX192601143,3,65,,Empty,0.0,,,,,,
CTX192601143,3,66,"$ d.du, %(ol & n ( 064",Non-text,0.0,,,,,,
CTX192601143,3,67,"J 2 •, ,",Non-text,0.0,,,,,,
CTX192601143,3,68,A’ p NCo 4 OU EU PO /V & U.,Trash,0.4671,,,,,,
CTX192601143,3,69,"7) , a d ( 7",Non-text,0.0,,,,,,
CTX192601143,3,70,V *,Non-text,0.0,,,,,,
CTX192601143,3,71,‘ zvCore f( vt C,Non-text,0.0,,,,,,
CTX192601143,3,72,V,Non-text,0.0,,,,,,
CTX192601143,3,73,0 I,Trash,0.55,,,,,,
CTX192601143,3,74,"bua. n(alya, olnce Ms <(Ay Xanlop w , wo amceklí",Trash,0.5499,,,,,,
CTX192601143,3,75,,Empty,0.0,,,,,,
CTX192601143,3,76,M c (Me<,Non-text,0.0,,,,,,
CTX192601143,3,77,". 04 í Aou.3N g "" N.K MPPVov« me • UWVNAAaM",Trash,0.3417,,,,,,
CTX192601143,3,78,"/e008Vt0,0/44AM4 40 « i dw A Valin« < rrt — pori nm nSoohyc",Trash,0.5096,,,,,,
CTX192601143,3,79,,Empty,0.0,,,,,,
CTX192601143,3,80,"""1042 """,Non-text,0.0,,,,,,
CTX192601143,5,1,W3/ÍÍ,Trash,0.1005,,,,,,
CTX192601143,6,1,"oPn4MW9 %60 MFNe0o odici,ak rzAoGskgi « i /% A3e9 AN(s4,83°",Trash,0.4715,,,,,,
CTX192601143,6,2,,Empty,0.0,,,,,,
CTX192601143,6,3,"ClAŕ,",Trash,0.2099,,,,,,
CTX192601143,6,4,"s AocäUoy"". n(ialbnv O""ýon (ACA (o / N* 7-, Ai•",Trash,0.5245,,,,,,
CTX192601143,6,5,wR’du A.CGcAlu ) J. j? wak w. <. AQA.X Allu W- AQa. aq ~,Trash,0.4536,,,,,,
CTX192601143,6,6,,Empty,0.0,,,,,,
CTX192601143,6,7,nocAol ( HvuknC,Trash,0.4508,,,,,,
CTX192601143,6,8,,Empty,0.0,,,,,,
CTX192601143,6,9,m m I,Trash,0.3301,,,,,,
CTX192601143,6,10,ts§ AN.A,Trash,0.3677,,,,,,
CTX192601143,6,11,,Empty,0.0,,,,,,
CTX192601143,6,12,"/NUs -A / P A ""*",Trash,0.3425,,,,,,
CTX192601143,6,13,O 4 ~ . J~ A é N •,Non-text,0.0,,,,,,
CTX192601143,6,14,(olnnrto Mdilanu j n,Trash,0.5773,,,,,,
CTX192601143,6,15,A A w. A. Q ( /A% 0/ 0,Non-text,0.0,,,,,,
CTX192601143,6,16,"/n, 10 7 ..",Non-text,0.0,,,,,,
CTX192601143,6,17,,Empty,0.0,,,,,,
CTX192601143,6,18,C,Non-text,0.0,,,,,,
CTX192601143,6,19,,Empty,0.0,,,,,,
CTX192601143,6,20,/,Non-text,0.0,,,,,,
CTX192601143,6,21,,Empty,0.0,,,,,,
CTX192601143,6,22,/,Non-text,0.0,,,,,,
CTX192601143,6,23,,Empty,0.0,,,,,,
CTX192601143,6,24,N,Non-text,0.0,,,,,,
CTX192601143,6,25,/ ' V U / . .,Non-text,0.0,,,,,,
CTX192601143,6,26,"RQ.w. • /K 4. n AAo, AWH.‘",Trash,0.3465,,,,,,
CTX192601143,6,27,"> ‘ d 0, í , 4,",Non-text,0.0,,,,,,
CTX192601143,6,28,"46 F* n"" f0 F3NW4 4 ■ /( <",Non-text,0.0,,,,,,
CTX192601143,6,29,f* n (« /3 G**,Non-text,0.0,,,,,,
CTX192601143,6,30,,Empty,0.0,,,,,,
CTX192601143,6,31,(CA wO,Trash,0.2189,,,,,,
CTX192601143,6,32,,Empty,0.0,,,,,,
CTX192601143,6,33,All U KX 2. %,Trash,0.5333,,,,,,
CTX192601143,6,34,,Empty,0.0,,,,,,
CTX192601143,6,35,( (.‘ oWy | A /reM L,Trash,0.3623,,,,,,
CTX192601143,6,36,,Empty,0.0,,,,,,
CTX192601143,6,37,/0Uoow / K 0N w 4 AAw /tO 2,Trash,0.4715,,,,,,
CTX192601143,6,38,~wojry(o—w a NMakANCG>o*Ru,Trash,0.4317,,,,,,
CTX192601143,6,39,í . . UA U.j (> J A •/,Non-text,0.0,,,,,,
CTX192601143,6,40,MN’U 7 (030 o* A 0 9*&*00 (°0F1*9,Non-text,0.0,,,,,,
CTX192601143,6,41,"ANK.Cv 449 Nlof"",N*Vd AlNow /*Y""PV% /eNNA. ANun /02.‘",Trash,0.3227,,,,,,
CTX192601143,6,42,"OlcOJ Q( A, a",Trash,0.5499,,,,,,
CTX192601143,6,43,(ul Coo’cC,Trash,0.1722,,,,,,
CTX192601143,6,44,"—AV 0 A""A—, 83 /",Non-text,0.0,,,,,,
CTX192601143,6,45,J. cA. 2 L ML .0o.Au.,Non-text,0.0,,,,,,
CTX192601143,6,46,N t M,Non-text,0.0,,,,,,
CTX192601143,6,47,"oT° f N""CoN • N",Non-text,0.0,,,,,,
CTX192601143,6,48,,Empty,0.0,,,,,,
CTX192601143,6,49,4 M/~O,Trash,0.1049,,,,,,
CTX192601143,6,50,,Empty,0.0,,,,,,
CTX192601143,6,51,(/,Non-text,0.0,,,,,,
CTX192601143,6,52,47 . — i J 7 /,Non-text,0.0,,,,,,
CTX192601143,6,53,u / Nuy elole &,Trash,0.5499,,,,,,
CTX192601143,6,54,,Empty,0.0,,,,,,
CTX192601143,6,55,' mi (e. Aho /,Trash,0.4642,,,,,,
CTX192601143,6,56,Wkiko w0lwv«.) .,Trash,0.4105,,,,,,
